,timestamp,equipment_id,component_type,location,event_type
2596,2020-11-16 06-49-30,EQ_4,Composant_1,Opéra,Warning
2597,2020-04-16 17-04-54,EQ_1,Composant_4,Saint-Lazare,Warning
2598,2020-02-11 17-24-16,EQ_2,Composant_1,Saint-Lazare,Maintenance
2599,2020-08-12 11-33-48,EQ_4,Composant_4,Gare de Lyon,Failure
2600,2020-07-17 20-02-16,EQ_5,Composant_5,Montparnasse,Failure
2601,2020-10-26 12-34-22,EQ_5,Composant_3,Montparnasse,Warning
2602,2020-08-04 17-08-22,EQ_3,Composant_4,Opéra,Failure
2603,2020-10-17 09-36-21,EQ_3,Composant_1,Gare de Lyon,Failure
2604,2020-04-03 04-35-00,EQ_4,Composant_3,Gare de Lyon,Warning
2605,2020-09-30 06-47-47,EQ_1,Composant_2,Opéra,Failure
2606,2020-12-09 03-23-41,EQ_1,Composant_1,Saint-Lazare,Warning
2607,2020-12-12 07-29-21,EQ_1,Composant_2,Gare de Lyon,Failure
2608,2020-07-10 22-59-21,EQ_2,Composant_1,Saint-Lazare,Failure
2609,2020-11-26 13-57-00,EQ_1,Composant_3,Opéra,Failure
2610,2020-05-17 12-25-27,EQ_4,Composant_1,Gare de Lyon,Maintenance
2611,2020-11-12 10-58-52,EQ_3,Composant_5,Opéra,Maintenance
2612,2020-01-30 04-22-00,EQ_5,Composant_5,Opéra,Maintenance
2613,2020-08-26 11-46-15,EQ_1,Composant_5,Saint-Lazare,Maintenance
2614,2020-06-21 17-11-06,EQ_5,Composant_2,Opéra,Failure
2615,2020-01-05 18-29-29,EQ_4,Composant_1,Opéra,Failure
2616,2020-01-02 17-51-55,EQ_5,Composant_3,Montparnasse,Maintenance
2617,2020-09-20 18-40-29,EQ_2,Composant_2,Saint-Lazare,Failure
2618,2020-05-18 03-27-23,EQ_3,Composant_3,Opéra,Warning
2619,2020-09-06 04-05-45,EQ_4,Composant_4,Gare de Lyon,Warning
2620,2020-01-28 10-12-52,EQ_5,Composant_5,Montparnasse,Warning
2621,2020-01-08 04-23-59,EQ_2,Composant_4,Gare de Lyon,Warning
2622,2020-10-16 10-55-14,EQ_5,Composant_1,Saint-Lazare,Maintenance
2623,2020-12-22 16-25-30,EQ_2,Composant_1,Saint-Lazare,Maintenance
2624,2020-11-06 18-18-42,EQ_3,Composant_1,Montparnasse,Failure
2625,2020-02-17 22-17-33,EQ_5,Composant_2,Opéra,Maintenance
2626,2020-09-25 05-15-46,EQ_5,Composant_2,Gare de Lyon,Failure
2627,2020-03-12 19-54-47,EQ_1,Composant_3,Gare de Lyon,Maintenance
2628,2020-02-25 11-12-02,EQ_2,Composant_3,Saint-Lazare,Warning
2629,2020-03-30 02-33-06,EQ_4,Composant_1,Montparnasse,Maintenance
2630,2020-09-24 01-35-38,EQ_1,Composant_2,Gare de Lyon,Failure
2631,2020-03-02 06-50-11,EQ_2,Composant_4,Saint-Lazare,Failure
2632,2020-07-08 12-19-37,EQ_1,Composant_1,Gare de Lyon,Warning
2633,2020-11-27 02-02-21,EQ_5,Composant_1,Montparnasse,Failure
2634,2020-06-15 06-06-28,EQ_5,Composant_3,Montparnasse,Warning
2635,2020-11-01 03-34-58,EQ_1,Composant_3,Saint-Lazare,Failure
2636,2020-05-16 16-44-02,EQ_3,Composant_5,Montparnasse,Maintenance
2637,2020-03-08 08-01-36,EQ_2,Composant_2,Opéra,Failure
2638,2020-06-27 19-41-59,EQ_4,Composant_1,Opéra,Failure
2639,2020-09-02 15-21-26,EQ_1,Composant_1,Opéra,Failure
2640,2020-05-03 11-49-16,EQ_5,Composant_5,Gare de Lyon,Warning
2641,2020-07-04 20-04-35,EQ_1,Composant_4,Gare de Lyon,Failure
2642,2020-02-09 23-22-05,EQ_2,Composant_4,Saint-Lazare,Maintenance
2643,2020-04-30 16-44-43,EQ_1,Composant_2,Saint-Lazare,Failure
2644,2020-04-17 08-42-35,EQ_1,Composant_2,Montparnasse,Warning
2645,2020-04-03 01-45-40,EQ_3,Composant_3,Opéra,Failure
2646,2020-03-01 19-48-04,EQ_2,Composant_2,Saint-Lazare,Failure
2647,2020-04-13 08-11-41,EQ_5,Composant_5,Montparnasse,Failure
2648,2020-09-17 22-17-37,EQ_4,Composant_3,Montparnasse,Failure
2649,2020-01-01 14-10-22,EQ_4,Composant_3,Gare de Lyon,Maintenance
2650,2020-09-04 00-55-11,EQ_3,Composant_5,Saint-Lazare,Failure
2651,2020-01-05 16-02-43,EQ_5,Composant_5,Saint-Lazare,Failure
2652,2020-10-03 23-09-07,EQ_2,Composant_1,Saint-Lazare,Failure
2653,2020-01-24 02-09-31,EQ_2,Composant_4,Montparnasse,Warning
2654,2020-12-30 04-55-20,EQ_4,Composant_4,Montparnasse,Warning
2655,2020-04-02 03-54-31,EQ_5,Composant_3,Gare de Lyon,Warning
2656,2020-07-10 19-37-59,EQ_2,Composant_4,Opéra,Warning
2657,2020-05-06 21-06-02,EQ_4,Composant_4,Saint-Lazare,Maintenance
2658,2020-11-26 05-10-22,EQ_3,Composant_1,Saint-Lazare,Warning
2659,2020-09-12 04-38-56,EQ_3,Composant_3,Gare de Lyon,Warning
2660,2020-08-11 21-21-56,EQ_3,Composant_3,Opéra,Maintenance
2661,2020-05-03 00-26-44,EQ_3,Composant_1,Saint-Lazare,Warning
2662,2020-04-03 15-50-46,EQ_5,Composant_4,Opéra,Warning
2663,2020-05-12 05-06-02,EQ_2,Composant_5,Montparnasse,Maintenance
2664,2020-09-10 07-54-44,EQ_3,Composant_3,Montparnasse,Failure
2665,2020-10-05 04-27-46,EQ_4,Composant_1,Gare de Lyon,Warning
2666,2020-07-28 17-19-48,EQ_4,Composant_3,Montparnasse,Failure
2667,2020-05-29 21-38-50,EQ_1,Composant_5,Opéra,Warning
2668,2020-04-28 03-59-10,EQ_1,Composant_3,Gare de Lyon,Maintenance
2669,2020-07-21 12-23-32,EQ_1,Composant_1,Gare de Lyon,Warning
2670,2020-11-23 01-05-08,EQ_2,Composant_1,Saint-Lazare,Warning
2671,2020-08-03 13-42-34,EQ_5,Composant_1,Saint-Lazare,Failure
2672,2020-10-29 23-53-43,EQ_1,Composant_2,Saint-Lazare,Failure
2673,2020-09-20 04-11-17,EQ_2,Composant_4,Opéra,Failure
2674,2020-11-27 02-55-29,EQ_5,Composant_1,Gare de Lyon,Warning
2675,2020-04-03 22-03-49,EQ_4,Composant_5,Saint-Lazare,Warning
2676,2020-11-08 23-31-14,EQ_5,Composant_3,Gare de Lyon,Failure
2677,2020-09-04 12-52-26,EQ_1,Composant_1,Gare de Lyon,Failure
2678,2020-03-09 18-55-32,EQ_3,Composant_1,Montparnasse,Warning
2679,2020-10-27 04-20-27,EQ_1,Composant_4,Montparnasse,Failure
2680,2020-02-08 09-58-09,EQ_4,Composant_3,Gare de Lyon,Maintenance
2681,2020-10-04 18-07-36,EQ_5,Composant_4,Montparnasse,Warning
2682,2020-06-15 01-41-03,EQ_4,Composant_2,Opéra,Maintenance
2683,2020-12-09 15-44-51,EQ_2,Composant_3,Montparnasse,Warning
2684,2020-01-03 01-30-51,EQ_2,Composant_1,Montparnasse,Maintenance
2685,2020-06-28 05-57-18,EQ_3,Composant_1,Saint-Lazare,Maintenance
2686,2020-12-14 00-58-22,EQ_2,Composant_2,Montparnasse,Warning
2687,2020-02-01 09-19-51,EQ_1,Composant_5,Opéra,Warning
2688,2020-01-15 07-59-39,EQ_2,Composant_1,Opéra,Failure
2689,2020-03-10 21-16-58,EQ_2,Composant_4,Saint-Lazare,Failure
2690,2020-05-30 20-37-14,EQ_3,Composant_4,Gare de Lyon,Warning
2691,2020-01-10 23-43-01,EQ_5,Composant_4,Opéra,Failure
2692,2020-08-13 15-49-17,EQ_1,Composant_2,Montparnasse,Warning
2693,2020-05-27 10-32-12,EQ_5,Composant_5,Saint-Lazare,Failure
2694,2020-08-10 07-11-33,EQ_4,Composant_5,Opéra,Maintenance
2695,2020-12-01 13-43-13,EQ_4,Composant_3,Gare de Lyon,Warning
2696,2020-01-27 18-22-21,EQ_5,Composant_5,Gare de Lyon,Maintenance
2697,2020-10-16 22-39-51,EQ_2,Composant_4,Montparnasse,Warning
2698,2020-01-08 15-10-20,EQ_1,Composant_2,Montparnasse,Failure
2699,2020-09-29 21-19-13,EQ_2,Composant_4,Opéra,Warning
2700,2020-09-12 06-31-37,EQ_1,Composant_4,Saint-Lazare,Failure
2701,2020-11-11 04-17-27,EQ_4,Composant_3,Opéra,Warning
2702,2020-03-17 09-37-38,EQ_5,Composant_5,Saint-Lazare,Failure
2703,2020-06-11 20-30-01,EQ_2,Composant_4,Montparnasse,Failure
2704,2020-12-27 16-52-07,EQ_1,Composant_2,Gare de Lyon,Failure
2705,2020-02-21 10-27-15,EQ_3,Composant_5,Gare de Lyon,Maintenance
2706,2020-05-25 15-00-47,EQ_2,Composant_3,Gare de Lyon,Failure
2707,2020-03-22 19-13-34,EQ_3,Composant_4,Gare de Lyon,Failure
2708,2020-12-13 20-33-39,EQ_1,Composant_1,Montparnasse,Failure
2709,2020-05-13 12-54-06,EQ_1,Composant_3,Gare de Lyon,Failure
2710,2020-07-22 09-45-34,EQ_5,Composant_4,Gare de Lyon,Failure
2711,2020-11-20 05-02-11,EQ_3,Composant_2,Gare de Lyon,Maintenance
2712,2020-12-18 01-50-05,EQ_1,Composant_5,Opéra,Failure
2713,2020-10-25 20-12-25,EQ_2,Composant_2,Saint-Lazare,Failure
2714,2020-08-31 04-04-31,EQ_3,Composant_4,Opéra,Warning
2715,2020-05-25 21-21-24,EQ_3,Composant_1,Saint-Lazare,Maintenance
2716,2020-05-28 23-59-07,EQ_5,Composant_2,Montparnasse,Warning
2717,2020-03-04 03-06-02,EQ_5,Composant_4,Saint-Lazare,Maintenance
2718,2020-12-22 12-57-59,EQ_4,Composant_5,Opéra,Warning
2719,2020-05-27 13-19-10,EQ_3,Composant_1,Opéra,Failure
2720,2020-01-27 10-18-14,EQ_3,Composant_1,Montparnasse,Failure
2721,2020-10-02 12-51-04,EQ_3,Composant_1,Opéra,Warning
2722,2020-12-04 00-44-11,EQ_5,Composant_4,Opéra,Maintenance
2723,2020-10-22 00-12-19,EQ_3,Composant_3,Opéra,Maintenance
2724,2020-11-13 03-29-40,EQ_2,Composant_2,Gare de Lyon,Maintenance
2725,2020-11-23 23-30-44,EQ_2,Composant_5,Opéra,Failure
2726,2020-12-05 14-49-05,EQ_4,Composant_2,Opéra,Maintenance
2727,2020-09-08 08-41-12,EQ_3,Composant_3,Gare de Lyon,Warning
2728,2020-04-02 12-19-44,EQ_5,Composant_1,Saint-Lazare,Maintenance
2729,2020-09-19 16-32-04,EQ_3,Composant_2,Montparnasse,Failure
2730,2020-07-02 23-54-15,EQ_3,Composant_5,Opéra,Maintenance
2731,2020-07-17 00-31-47,EQ_3,Composant_3,Montparnasse,Failure
2732,2020-11-06 03-39-40,EQ_2,Composant_2,Opéra,Failure
2733,2020-02-13 19-30-32,EQ_5,Composant_3,Gare de Lyon,Maintenance
2734,2020-12-22 03-33-43,EQ_2,Composant_1,Montparnasse,Warning
2735,2020-11-25 20-38-35,EQ_5,Composant_2,Opéra,Warning
2736,2020-10-28 21-22-01,EQ_3,Composant_1,Saint-Lazare,Failure
2737,2020-05-21 21-15-09,EQ_1,Composant_5,Montparnasse,Failure
2738,2020-08-10 17-33-01,EQ_5,Composant_2,Montparnasse,Warning
2739,2020-04-24 17-29-54,EQ_4,Composant_2,Montparnasse,Maintenance
2740,2020-01-08 08-23-34,EQ_1,Composant_1,Montparnasse,Maintenance
2741,2020-10-15 00-19-20,EQ_1,Composant_2,Montparnasse,Maintenance
2742,2020-11-25 20-22-59,EQ_2,Composant_3,Opéra,Failure
2743,2020-05-28 15-25-37,EQ_5,Composant_2,Gare de Lyon,Warning
2744,2020-09-29 02-40-40,EQ_4,Composant_5,Gare de Lyon,Warning
2745,2020-01-08 21-09-06,EQ_3,Composant_1,Opéra,Warning
2746,2020-01-24 12-24-38,EQ_5,Composant_5,Montparnasse,Maintenance
2747,2020-06-13 03-56-17,EQ_3,Composant_5,Saint-Lazare,Failure
2748,2020-10-31 01-52-22,EQ_2,Composant_4,Opéra,Warning
2749,2020-06-15 10-42-45,EQ_5,Composant_5,Opéra,Failure
2750,2020-02-08 13-05-53,EQ_4,Composant_5,Montparnasse,Warning
2751,2020-04-03 14-28-08,EQ_3,Composant_1,Opéra,Warning
2752,2020-08-29 10-25-15,EQ_4,Composant_3,Saint-Lazare,Failure
2753,2020-08-26 22-24-07,EQ_4,Composant_2,Gare de Lyon,Warning
2754,2020-12-25 00-28-41,EQ_4,Composant_3,Opéra,Failure
2755,2020-01-20 21-54-00,EQ_1,Composant_3,Opéra,Failure
2756,2020-06-02 10-42-34,EQ_5,Composant_5,Opéra,Warning
2757,2020-06-19 18-14-06,EQ_1,Composant_3,Gare de Lyon,Warning
2758,2020-01-12 02-00-34,EQ_2,Composant_2,Saint-Lazare,Maintenance
2759,2020-04-28 17-20-22,EQ_4,Composant_1,Opéra,Warning
2760,2020-08-27 06-00-07,EQ_3,Composant_4,Montparnasse,Warning
2761,2020-04-12 12-35-19,EQ_3,Composant_4,Montparnasse,Maintenance
2762,2020-08-12 03-24-25,EQ_1,Composant_2,Gare de Lyon,Failure
2763,2020-05-09 22-31-21,EQ_2,Composant_2,Saint-Lazare,Maintenance
2764,2020-09-23 07-46-04,EQ_1,Composant_4,Opéra,Failure
2765,2020-03-19 21-26-58,EQ_3,Composant_4,Montparnasse,Failure
2766,2020-10-12 05-23-12,EQ_4,Composant_3,Montparnasse,Failure
2767,2020-06-27 15-31-47,EQ_2,Composant_2,Montparnasse,Maintenance
2768,2020-09-25 10-06-04,EQ_5,Composant_3,Saint-Lazare,Failure
2769,2020-01-13 18-09-23,EQ_3,Composant_5,Opéra,Warning
2770,2020-01-24 15-51-59,EQ_2,Composant_2,Saint-Lazare,Warning
2771,2020-02-07 07-57-47,EQ_3,Composant_5,Gare de Lyon,Failure
2772,2020-03-15 13-35-56,EQ_5,Composant_3,Gare de Lyon,Warning
2773,2020-11-29 03-26-34,EQ_5,Composant_1,Saint-Lazare,Warning
2774,2020-09-01 22-00-26,EQ_1,Composant_4,Montparnasse,Warning
2775,2020-03-28 04-14-41,EQ_1,Composant_3,Saint-Lazare,Warning
2776,2020-09-27 02-32-19,EQ_1,Composant_1,Gare de Lyon,Warning
2777,2020-04-23 21-15-11,EQ_3,Composant_1,Saint-Lazare,Warning
2778,2020-06-28 03-43-55,EQ_4,Composant_4,Gare de Lyon,Warning
2779,2020-08-27 06-19-40,EQ_5,Composant_4,Montparnasse,Maintenance
2780,2020-02-12 12-46-13,EQ_5,Composant_1,Opéra,Warning
2781,2020-02-23 07-43-12,EQ_2,Composant_4,Saint-Lazare,Failure
2782,2020-04-11 07-32-41,EQ_3,Composant_1,Saint-Lazare,Warning
2783,2020-01-16 22-24-49,EQ_3,Composant_2,Montparnasse,Maintenance
2784,2020-08-30 02-50-30,EQ_5,Composant_2,Gare de Lyon,Failure
2785,2020-10-12 15-34-23,EQ_3,Composant_3,Opéra,Warning
2786,2020-12-09 18-02-16,EQ_1,Composant_5,Saint-Lazare,Warning
2787,2020-01-12 22-41-06,EQ_5,Composant_3,Saint-Lazare,Warning
2788,2020-07-16 17-52-10,EQ_1,Composant_2,Opéra,Warning
2789,2020-03-16 08-17-11,EQ_5,Composant_5,Montparnasse,Failure
2790,2020-10-31 04-15-34,EQ_3,Composant_2,Gare de Lyon,Warning
2791,2020-06-30 17-28-50,EQ_1,Composant_2,Montparnasse,Warning
2792,2020-10-15 14-01-56,EQ_5,Composant_1,Opéra,Failure
2793,2020-08-02 16-03-44,EQ_1,Composant_2,Gare de Lyon,Failure
2794,2020-07-02 07-33-06,EQ_2,Composant_2,Saint-Lazare,Maintenance
2795,2020-09-18 14-56-47,EQ_2,Composant_2,Montparnasse,Warning
2796,2020-01-11 00-15-17,EQ_2,Composant_2,Montparnasse,Maintenance
2797,2020-04-19 13-52-52,EQ_5,Composant_4,Opéra,Warning
2798,2020-11-11 21-43-29,EQ_1,Composant_2,Gare de Lyon,Failure
2799,2020-07-01 09-35-12,EQ_1,Composant_2,Opéra,Warning
2800,2020-01-31 19-07-27,EQ_4,Composant_3,Montparnasse,Maintenance
2801,2020-12-23 05-17-24,EQ_5,Composant_4,Opéra,Warning
2802,2020-09-03 21-38-08,EQ_4,Composant_1,Montparnasse,Failure
2803,2020-10-10 03-46-33,EQ_2,Composant_1,Montparnasse,Maintenance
2804,2020-04-18 17-09-19,EQ_5,Composant_3,Saint-Lazare,Warning
2805,2020-08-21 11-55-22,EQ_2,Composant_5,Montparnasse,Warning
2806,2020-12-26 08-22-00,EQ_1,Composant_1,Gare de Lyon,Warning
2807,2020-01-03 04-16-37,EQ_3,Composant_5,Gare de Lyon,Maintenance
2808,2020-04-14 06-34-40,EQ_3,Composant_3,Saint-Lazare,Failure
2809,2020-09-29 14-24-42,EQ_2,Composant_2,Opéra,Maintenance
2810,2020-11-08 03-26-35,EQ_3,Composant_3,Opéra,Warning
2811,2020-07-06 20-19-10,EQ_1,Composant_5,Saint-Lazare,Failure
2812,2020-12-11 07-08-49,EQ_1,Composant_3,Opéra,Warning
2813,2020-11-15 04-00-59,EQ_1,Composant_2,Opéra,Maintenance
2814,2020-03-20 00-09-49,EQ_5,Composant_4,Montparnasse,Maintenance
2815,2020-03-03 14-16-13,EQ_2,Composant_3,Opéra,Failure
2816,2020-03-19 17-20-39,EQ_4,Composant_4,Gare de Lyon,Failure
2817,2020-04-08 22-33-42,EQ_4,Composant_5,Gare de Lyon,Warning
2818,2020-05-08 20-19-09,EQ_1,Composant_2,Saint-Lazare,Maintenance
2819,2020-05-31 11-15-35,EQ_5,Composant_2,Saint-Lazare,Maintenance
2820,2020-03-22 02-09-24,EQ_2,Composant_2,Saint-Lazare,Maintenance
2821,2020-06-20 07-52-03,EQ_1,Composant_2,Opéra,Failure
2822,2020-08-17 21-23-47,EQ_4,Composant_5,Montparnasse,Warning
2823,2020-12-17 11-38-25,EQ_4,Composant_5,Gare de Lyon,Maintenance
2824,2020-10-06 16-23-21,EQ_3,Composant_4,Saint-Lazare,Maintenance
2825,2020-08-21 04-29-35,EQ_1,Composant_1,Saint-Lazare,Failure
2826,2020-05-31 17-02-28,EQ_1,Composant_1,Gare de Lyon,Failure
2827,2020-12-15 22-27-15,EQ_5,Composant_5,Saint-Lazare,Failure
2828,2020-07-29 15-08-12,EQ_3,Composant_2,Montparnasse,Failure
2829,2020-02-17 07-23-49,EQ_3,Composant_4,Opéra,Maintenance
2830,2020-12-20 02-10-15,EQ_1,Composant_1,Opéra,Failure
2831,2020-09-12 02-34-05,EQ_2,Composant_3,Saint-Lazare,Maintenance
2832,2020-08-31 10-52-08,EQ_3,Composant_2,Opéra,Warning
2833,2020-04-24 19-36-03,EQ_4,Composant_2,Opéra,Failure
2834,2020-05-23 12-31-43,EQ_1,Composant_4,Gare de Lyon,Failure
2835,2020-04-03 15-18-03,EQ_4,Composant_2,Opéra,Maintenance
2836,2020-04-06 13-35-00,EQ_5,Composant_4,Montparnasse,Maintenance
2837,2020-06-05 15-31-42,EQ_4,Composant_5,Opéra,Failure
2838,2020-06-08 07-35-31,EQ_1,Composant_2,Gare de Lyon,Warning
2839,2020-01-15 11-48-12,EQ_5,Composant_1,Montparnasse,Warning
2840,2020-09-12 02-54-03,EQ_3,Composant_4,Saint-Lazare,Maintenance
2841,2020-05-27 14-10-28,EQ_2,Composant_4,Opéra,Failure
2842,2020-05-27 07-36-28,EQ_4,Composant_4,Gare de Lyon,Warning
2843,2020-09-05 17-53-08,EQ_3,Composant_2,Opéra,Maintenance
2844,2020-09-17 03-14-04,EQ_2,Composant_3,Opéra,Maintenance
2845,2020-10-16 12-09-41,EQ_5,Composant_2,Gare de Lyon,Failure
2846,2020-10-19 09-57-07,EQ_3,Composant_5,Opéra,Warning
2847,2020-11-03 07-40-26,EQ_2,Composant_5,Gare de Lyon,Maintenance
2848,2020-09-03 02-49-47,EQ_3,Composant_3,Montparnasse,Failure
2849,2020-03-02 19-08-44,EQ_4,Composant_4,Opéra,Failure
2850,2020-08-03 01-51-14,EQ_1,Composant_5,Gare de Lyon,Warning
2851,2020-11-27 15-55-48,EQ_1,Composant_4,Montparnasse,Warning
2852,2020-12-13 05-23-03,EQ_5,Composant_4,Gare de Lyon,Warning
2853,2020-10-23 04-14-31,EQ_3,Composant_1,Opéra,Maintenance
2854,2020-06-04 08-06-33,EQ_4,Composant_2,Montparnasse,Maintenance
2855,2020-05-21 14-30-47,EQ_1,Composant_3,Saint-Lazare,Failure
2856,2020-06-08 08-26-00,EQ_2,Composant_4,Montparnasse,Maintenance
2857,2020-06-19 05-21-51,EQ_3,Composant_5,Montparnasse,Maintenance
2858,2020-01-11 21-21-53,EQ_3,Composant_3,Saint-Lazare,Warning
2859,2020-02-08 09-35-21,EQ_2,Composant_5,Gare de Lyon,Warning
2860,2020-09-19 02-12-24,EQ_3,Composant_1,Saint-Lazare,Maintenance
2861,2020-08-01 21-31-38,EQ_4,Composant_3,Gare de Lyon,Failure
2862,2020-08-02 22-10-01,EQ_1,Composant_5,Montparnasse,Warning
2863,2020-02-10 06-01-35,EQ_2,Composant_3,Gare de Lyon,Warning
2864,2020-09-26 20-33-16,EQ_3,Composant_5,Montparnasse,Maintenance
2865,2020-10-30 18-57-55,EQ_1,Composant_5,Opéra,Failure
2866,2020-02-03 07-08-37,EQ_1,Composant_1,Opéra,Maintenance
2867,2020-03-17 11-14-30,EQ_1,Composant_3,Saint-Lazare,Warning
2868,2020-04-18 02-14-21,EQ_3,Composant_2,Gare de Lyon,Warning
2869,2020-05-21 06-24-08,EQ_5,Composant_2,Opéra,Failure
2870,2020-03-16 11-59-15,EQ_2,Composant_2,Gare de Lyon,Failure
2871,2020-05-05 16-40-17,EQ_4,Composant_2,Gare de Lyon,Maintenance
2872,2020-09-25 19-50-58,EQ_2,Composant_5,Montparnasse,Maintenance
2873,2020-09-05 14-05-14,EQ_3,Composant_5,Montparnasse,Failure
2874,2020-08-21 03-37-30,EQ_1,Composant_3,Saint-Lazare,Failure
2875,2020-05-14 04-40-35,EQ_5,Composant_3,Opéra,Warning
2876,2020-10-16 03-12-17,EQ_5,Composant_5,Saint-Lazare,Warning
2877,2020-11-02 18-04-04,EQ_3,Composant_1,Opéra,Failure
2878,2020-04-12 12-32-24,EQ_5,Composant_3,Gare de Lyon,Warning
2879,2020-09-21 16-26-20,EQ_4,Composant_5,Opéra,Warning
2880,2020-07-22 19-19-57,EQ_4,Composant_3,Saint-Lazare,Maintenance
2881,2020-06-02 17-08-04,EQ_5,Composant_3,Opéra,Warning
2882,2020-04-12 14-59-06,EQ_2,Composant_5,Montparnasse,Failure
2883,2020-11-22 08-36-08,EQ_1,Composant_4,Gare de Lyon,Failure
2884,2020-06-27 12-32-51,EQ_1,Composant_3,Saint-Lazare,Failure
2885,2020-11-18 14-53-07,EQ_4,Composant_1,Montparnasse,Warning
2886,2020-05-15 19-09-03,EQ_3,Composant_1,Saint-Lazare,Failure
2887,2020-10-17 12-12-26,EQ_5,Composant_4,Opéra,Failure
2888,2020-12-11 05-11-27,EQ_2,Composant_4,Gare de Lyon,Failure
2889,2020-06-01 06-25-44,EQ_4,Composant_1,Gare de Lyon,Failure
2890,2020-08-30 04-42-33,EQ_1,Composant_2,Montparnasse,Maintenance
2891,2020-03-01 01-49-47,EQ_1,Composant_3,Gare de Lyon,Failure
2892,2020-06-02 04-11-03,EQ_3,Composant_3,Saint-Lazare,Maintenance
2893,2020-08-30 02-08-04,EQ_3,Composant_4,Gare de Lyon,Failure
2894,2020-02-29 14-27-20,EQ_3,Composant_2,Saint-Lazare,Failure
2895,2020-02-24 00-01-17,EQ_2,Composant_4,Opéra,Failure
2896,2020-03-19 00-05-38,EQ_1,Composant_3,Opéra,Maintenance
2897,2020-06-30 14-34-40,EQ_2,Composant_1,Gare de Lyon,Maintenance
2898,2020-09-08 13-17-51,EQ_2,Composant_5,Gare de Lyon,Maintenance
2899,2020-09-21 17-22-11,EQ_4,Composant_2,Opéra,Maintenance
2900,2020-03-10 14-13-32,EQ_3,Composant_4,Gare de Lyon,Failure
2901,2020-09-28 01-18-53,EQ_2,Composant_1,Montparnasse,Warning
2902,2020-11-11 12-49-02,EQ_1,Composant_4,Montparnasse,Maintenance
2903,2020-02-01 15-13-49,EQ_4,Composant_4,Montparnasse,Warning
2904,2020-06-20 02-17-19,EQ_4,Composant_1,Opéra,Maintenance
2905,2020-09-25 03-18-51,EQ_4,Composant_4,Saint-Lazare,Failure
2906,2020-05-28 20-51-42,EQ_3,Composant_5,Saint-Lazare,Maintenance
2907,2020-08-25 20-55-55,EQ_3,Composant_1,Montparnasse,Maintenance
2908,2020-03-18 12-55-02,EQ_3,Composant_3,Opéra,Failure
2909,2020-04-07 03-58-56,EQ_4,Composant_3,Saint-Lazare,Failure
2910,2020-02-17 22-10-51,EQ_4,Composant_2,Montparnasse,Warning
2911,2020-12-09 07-54-57,EQ_3,Composant_1,Opéra,Maintenance
2912,2020-10-05 10-51-23,EQ_4,Composant_5,Gare de Lyon,Failure
2913,2020-05-26 17-13-16,EQ_5,Composant_5,Gare de Lyon,Warning
2914,2020-08-27 11-43-12,EQ_2,Composant_2,Gare de Lyon,Maintenance
2915,2020-02-07 10-39-17,EQ_1,Composant_3,Gare de Lyon,Warning
2916,2020-05-24 06-15-58,EQ_3,Composant_5,Gare de Lyon,Maintenance
2917,2020-06-07 16-30-08,EQ_4,Composant_3,Opéra,Maintenance
2918,2020-12-19 20-34-28,EQ_3,Composant_1,Saint-Lazare,Warning
2919,2020-06-18 15-03-08,EQ_1,Composant_4,Gare de Lyon,Warning
2920,2020-09-05 18-42-15,EQ_3,Composant_5,Gare de Lyon,Failure
2921,2020-03-20 09-47-44,EQ_1,Composant_1,Gare de Lyon,Failure
2922,2020-06-17 12-24-31,EQ_2,Composant_3,Gare de Lyon,Warning
2923,2020-10-29 06-03-47,EQ_1,Composant_1,Gare de Lyon,Warning
2924,2020-04-18 22-25-09,EQ_2,Composant_4,Opéra,Maintenance
2925,2020-10-10 06-33-39,EQ_4,Composant_4,Montparnasse,Warning
2926,2020-05-21 15-38-28,EQ_4,Composant_4,Saint-Lazare,Warning
2927,2020-10-15 18-29-52,EQ_5,Composant_3,Opéra,Warning
2928,2020-07-23 09-58-35,EQ_4,Composant_4,Saint-Lazare,Warning
2929,2020-05-20 12-27-19,EQ_5,Composant_4,Opéra,Failure
2930,2020-11-10 19-10-35,EQ_2,Composant_3,Montparnasse,Maintenance
2931,2020-12-28 19-12-18,EQ_3,Composant_4,Saint-Lazare,Failure
2932,2020-03-18 00-49-35,EQ_3,Composant_2,Opéra,Maintenance
2933,2020-10-08 00-43-13,EQ_2,Composant_1,Montparnasse,Failure
2934,2020-01-04 13-13-00,EQ_5,Composant_5,Montparnasse,Failure
2935,2020-03-12 18-18-37,EQ_3,Composant_2,Gare de Lyon,Failure
2936,2020-07-27 18-13-53,EQ_3,Composant_1,Saint-Lazare,Maintenance
2937,2020-06-29 09-23-05,EQ_1,Composant_4,Gare de Lyon,Warning
2938,2020-09-27 18-22-01,EQ_5,Composant_5,Montparnasse,Warning
2939,2020-01-12 18-17-59,EQ_5,Composant_5,Montparnasse,Failure
2940,2020-04-07 10-14-49,EQ_4,Composant_4,Gare de Lyon,Warning
2941,2020-01-03 16-57-42,EQ_5,Composant_4,Gare de Lyon,Maintenance
2942,2020-02-19 03-31-31,EQ_5,Composant_1,Saint-Lazare,Maintenance
2943,2020-12-22 13-33-54,EQ_2,Composant_4,Saint-Lazare,Warning
2944,2020-08-16 06-29-17,EQ_5,Composant_3,Opéra,Warning
